x,y,Elevation
-87.94012075263258,42.02312945384455,658
-87.93982581670514,42.02312945384455,658
-87.9395308807777,42.02312945384455,658
-87.93923594485025,42.02312945384455,658
-87.93894100892282,42.02312945384455,658
-87.93864607299538,42.02312945384455,659
-87.93835113706794,42.02312945384455,659
-87.9380562011405,42.02312945384455,659
-87.93776126521307,42.02312945384455,659
-87.93746632928563,42.02312945384455,660
-87.93717139335818,42.02312945384455,660
-87.93687645743074,42.02312945384455,661
-87.93658152150331,42.02312945384455,662
-87.93628658557587,42.02312945384455,663
-87.93599164964843,42.02312945384455,663
-87.93569671372099,42.02312945384455,664
-87.93540177779356,42.02312945384455,665
-87.93510684186612,42.02312945384455,665
-87.93481190593867,42.02312945384455,665
-87.93451697001123,42.02312945384455,665
-87.9342220340838,42.02312945384455,665
-87.93392709815636,42.02312945384455,665
-87.93363216222892,42.02312945384455,665
-87.93333722630148,42.02312945384455,664
-87.93304229037405,42.02312945384455,664
-87.9327473544466,42.02312945384455,663
-87.93245241851916,42.02312945384455,662
-87.93215748259172,42.02312945384455,660
-87.93186254666429,42.02312945384455,660
-87.93156761073685,42.02312945384455,660
-87.9312726748094,42.02312945384455,660
-87.93097773888196,42.02312945384455,659
-87.93068280295454,42.02312945384455,660
-87.9303878670271,42.02312945384455,659
-87.93009293109965,42.02312945384455,659
-87.92979799517221,42.02312945384455,659
-87.92950305924478,42.02312945384455,658
-87.92920812331734,42.02312945384455,657
-87.9289131873899,42.02312945384455,657
-87.92861825146245,42.02312945384455,657
-87.92832331553502,42.02312945384455,656
-87.92802837960758,42.02312945384455,656
-87.92773344368014,42.02312945384455,656
-87.9274385077527,42.02312945384455,656
-87.92714357182527,42.02312945384455,656
-87.92684863589783,42.02312945384455,656
-87.92655369997038,42.02312945384455,656
-87.92625876404294,42.02312945384455,656
-87.92596382811551,42.02312945384455,656
-87.92566889218807,42.02312945384455,656
-87.92537395626063,42.02312945384455,656
-87.92507902033319,42.02312945384455,656
-87.92478408440576,42.02312945384455,656
-87.92448914847832,42.02312945384455,658
-87.92419421255087,42.02312945384455,657
-87.92389927662343,42.02312945384455,657
-87.923604340696,42.02312945384455,657
-87.92330940476856,42.02312945384455,657
-87.92301446884112,42.02312945384455,656
-87.92271953291367,42.02312945384455,657
-87.92242459698625,42.02312945384455,656
-87.9221296610588,42.02312945384455,656
-87.92183472513136,42.02312945384455,656
-87.92153978920392,42.02312945384455,656
-87.92124485327648,42.02312945384455,656
-87.92094991734905,42.02312945384455,656
-87.9206549814216,42.02312945384455,656
-87.92036004549416,42.02312945384455,656
-87.92006510956674,42.02312945384455,656
-87.9197701736393,42.02312945384455,656
-87.91947523771185,42.02312945384455,656
-87.91918030178441,42.02312945384455,655
-87.91888536585697,42.02312945384455,656
-87.91859042992954,42.02312945384455,656
-87.9182954940021,42.02312945384455,656
-87.91800055807465,42.02312945384455,656
-87.91770562214721,42.02312945384455,655
-87.91741068621978,42.02312945384455,657
-87.91711575029234,42.02312945384455,657
-87.9168208143649,42.02312945384455,657
-87.91652587843745,42.02312945384455,657
-87.91623094251003,42.02312945384455,656
-87.91593600658258,42.02312945384455,656
-87.91564107065514,42.02312945384455,659
-87.9153461347277,42.02312945384455,659
-87.91505119880027,42.02312945384455,660
-87.91475626287283,42.02312945384455,660
-87.91446132694539,42.02312945384455,659
-87.91416639101794,42.02312945384455,658
-87.91387145509051,42.02312945384455,658
-87.91357651916307,42.02312945384455,657
-87.91328158323563,42.02312945384455,655
-87.91298664730819,42.02312945384455,656
-87.91269171138076,42.02312945384455,656
-87.91239677545332,42.02312945384455,656
-87.91210183952587,42.02312945384455,656
-87.91180690359843,42.02312945384455,656
-87.911511967671,42.02312945384455,655
-87.91121703174356,42.02312945384455,655
-87.91092209581612,42.02312945384455,655
-87.91062715988868,42.02312945384455,655
-87.91033222396125,42.02312945384455,655
-87.9100372880338,42.02312945384455,655
-87.90974235210636,42.02312945384455,654
-87.90944741617892,42.02312945384455,654
