x,y,Elevation
-87.57410526668085,41.70459865221048,587
-87.5738103307534,41.70459865221048,587
-87.57351539482596,41.70459865221048,587
-87.57322045889852,41.70459865221048,587
-87.57292552297108,41.70459865221048,587
-87.57263058704365,41.70459865221048,587
-87.5723356511162,41.70459865221048,587
-87.57204071518876,41.70459865221048,591
-87.57174577926132,41.70459865221048,591
-87.57145084333389,41.70459865221048,591
-87.57115590740645,41.70459865221048,591
-87.57086097147901,41.70459865221048,591
-87.57056603555156,41.70459865221048,591
-87.57027109962414,41.70459865221048,591
-87.5699761636967,41.70459865221048,584
-87.56968122776925,41.70459865221048,584
-87.56938629184181,41.70459865221048,591
-87.56909135591438,41.70459865221048,584
-87.56879641998694,41.70459865221048,584
-87.5685014840595,41.70459865221048,584
-87.56820654813205,41.70459865221048,584
-87.56791161220463,41.70459865221048,584
-87.56761667627718,41.70459865221048,584
-87.56732174034974,41.70459865221048,584
-87.5670268044223,41.70459865221048,597
-87.56673186849487,41.70459865221048,584
-87.56643693256743,41.70459865221048,584
-87.56614199663998,41.70459865221048,584
-87.56584706071254,41.70459865221048,584
-87.56555212478511,41.70459865221048,584
-87.56525718885767,41.70459865221048,584
-87.56496225293023,41.70459865221048,584
-87.56466731700279,41.70459865221048,584
-87.56437238107536,41.70459865221048,584
-87.56407744514792,41.70459865221048,584
-87.56378250922047,41.70459865221048,584
-87.56348757329303,41.70459865221048,584
-87.5631926373656,41.70459865221048,584
-87.56289770143816,41.70459865221048,584
-87.56260276551072,41.70459865221048,584
-87.56230782958328,41.70459865221048,584
-87.56201289365585,41.70459865221048,584
-87.5617179577284,41.70459865221048,584
-87.56142302180096,41.70459865221048,584
-87.56112808587352,41.70459865221048,584
-87.56083314994609,41.70459865221048,587
-87.56053821401865,41.70459865221048,587
-87.5602432780912,41.70459865221048,587
-87.55994834216376,41.70459865221048,587
-87.55965340623634,41.70459865221048,587
-87.5593584703089,41.70459865221048,587
-87.55906353438145,41.70459865221048,584
-87.55876859845401,41.70459865221048,584
-87.55847366252658,41.70459865221048,584
-87.55817872659914,41.70459865221048,587
-87.5578837906717,41.70459865221048,591
-87.55758885474425,41.70459865221048,587
-87.55729391881681,41.70459865221048,587
-87.55699898288938,41.70459865221048,587
-87.55670404696194,41.70459865221048,587
-87.5564091110345,41.70459865221048,587
-87.55611417510707,41.70459865221048,587
-87.55581923917963,41.70459865221048,587
-87.55552430325218,41.70459865221048,587
-87.55522936732474,41.70459865221048,587
-87.5549344313973,41.70459865221048,587
-87.55463949546987,41.70459865221048,587
-87.55434455954243,41.70459865221048,587
-87.55404962361499,41.70459865221048,587
-87.55375468768754,41.70459865221048,587
-87.55345975176012,41.70459865221048,587
-87.55316481583267,41.70459865221048,587
-87.55286987990523,41.70459865221048,587
-87.55257494397779,41.70459865221048,587
-87.55228000805036,41.70459865221048,587
-87.55198507212292,41.70459865221048,587
-87.55169013619548,41.70459865221048,587
-87.55139520026803,41.70459865221048,587
-87.5511002643406,41.70459865221048,587
-87.55080532841316,41.70459865221048,584
-87.55051039248572,41.70459865221048,584
-87.55021545655828,41.70459865221048,584
-87.54992052063085,41.70459865221048,584
-87.5496255847034,41.70459865221048,584
-87.54933064877596,41.70459865221048,584
-87.54903571284852,41.70459865221048,584
-87.5487407769211,41.70459865221048,584
-87.54844584099365,41.70459865221048,584
-87.54815090506621,41.70459865221048,584
-87.54785596913877,41.70459865221048,584
-87.54756103321134,41.70459865221048,584
-87.5472660972839,41.70459865221048,584
-87.54697116135645,41.70459865221048,584
-87.54667622542901,41.70459865221048,584
-87.54638128950158,41.70459865221048,584
-87.54608635357414,41.70459865221048,581
-87.5457914176467,41.70459865221048,581
-87.54549648171925,41.70459865221048,581
-87.54520154579183,41.70459865221048,581
-87.54490660986438,41.70459865221048,581
-87.54461167393694,41.70459865221048,584
-87.5443167380095,41.70459865221048,584
-87.54402180208207,41.70459865221048,584
-87.54372686615463,41.70459865221048,584
-87.54343193022719,41.70459865221048,584
-87.54313699429974,41.70459865221048,584
-87.54284205837232,41.70459865221048,584
-87.54254712244487,41.70459865221048,584
-87.54225218651743,41.70459865221048,584
-87.54195725058999,41.70459865221048,584
-87.54166231466256,41.70459865221048,584
-87.54136737873512,41.70459865221048,584
-87.54107244280767,41.70459865221048,584
-87.54077750688023,41.70459865221048,584
-87.5404825709528,41.70459865221048,584
-87.54018763502536,41.70459865221048,584
-87.53989269909792,41.70459865221048,584
-87.53959776317048,41.70459865221048,584
-87.53930282724305,41.70459865221048,587
-87.5390078913156,41.70459865221048,587
-87.53871295538816,41.70459865221048,587
-87.53841801946072,41.70459865221048,587
-87.53812308353329,41.70459865221048,587
-87.53782814760585,41.70459865221048,587
-87.53753321167841,41.70459865221048,587
-87.53723827575097,41.70459865221048,587
-87.53694333982352,41.70459865221048,587
-87.5366484038961,41.70459865221048,587
-87.53635346796865,41.70459865221048,587
-87.53605853204121,41.70459865221048,587
-87.53576359611378,41.70459865221048,587
-87.53546866018634,41.70459865221048,587
-87.5351737242589,41.70459865221048,587
-87.53487878833145,41.70459865221048,587
-87.53458385240401,41.70459865221048,587
-87.53428891647658,41.70459865221048,587
-87.53399398054914,41.70459865221048,587
-87.5336990446217,41.70459865221048,587
-87.53340410869426,41.70459865221048,587
-87.53310917276683,41.70459865221048,587
-87.53281423683939,41.70459865221048,587
-87.53251930091194,41.70459865221048,587
-87.5322243649845,41.70459865221048,587
-87.53192942905707,41.70459865221048,587
-87.53163449312963,41.70459865221048,587
-87.53133955720219,41.70459865221048,587
-87.53104462127475,41.70459865221048,587
-87.53074968534732,41.70459865221048,587
-87.53045474941987,41.70459865221048,587
-87.53015981349243,41.70459865221048,587
-87.52986487756499,41.70459865221048,587
-87.52956994163756,41.70459865221048,587
-87.52927500571012,41.70459865221048,587
-87.52898006978268,41.70459865221048,587
-87.52868513385523,41.70459865221048,584
-87.5283901979278,41.70459865221048,584
-87.52809526200036,41.70459865221048,584
-87.52780032607292,41.70459865221048,584
-87.52750539014548,41.70459865221048,584
-87.52721045421805,41.70459865221048,584
-87.52691551829061,41.70459865221048,584
-87.52662058236317,41.70459865221048,587
-87.52632564643572,41.70459865221048,587
-87.5260307105083,41.70459865221048,587
-87.52573577458085,41.70459865221048,587
-87.52544083865341,41.70459865221048,587
-87.52514590272597,41.70459865221048,587
-87.52485096679854,41.70459865221048,587
-87.5245560308711,41.70459865221048,587
-87.52426109494365,41.70459865221048,587
-87.52396615901621,41.70459865221048,587
-87.94012075263258,41.70430371628304,597
-87.93982581670514,41.70430371628304,597
-87.9395308807777,41.70430371628304,598
-87.93923594485025,41.70430371628304,598
-87.93894100892282,41.70430371628304,598
-87.93864607299538,41.70430371628304,598
-87.93835113706794,41.70430371628304,599
-87.9380562011405,41.70430371628304,599
-87.93776126521307,41.70430371628304,599
-87.93746632928563,41.70430371628304,599
-87.93717139335818,41.70430371628304,597
-87.93687645743074,41.70430371628304,599
-87.93658152150331,41.70430371628304,595
-87.93628658557587,41.70430371628304,588
-87.93599164964843,41.70430371628304,588
-87.93569671372099,41.70430371628304,578
-87.93540177779356,41.70430371628304,578
-87.93510684186612,41.70430371628304,578
-87.93481190593867,41.70430371628304,578
-87.93451697001123,41.70430371628304,582
-87.9342220340838,41.70430371628304,582
-87.93392709815636,41.70430371628304,584
-87.93363216222892,41.70430371628304,586
